year,month,date,CO2
1986,1,8,346.73
1986,1,10,346.48
1986,1,11,346.6
1986,1,12,346.5
1986,1,13,346.48
1986,1,14,346.82
1986,1,15,346.8
1986,1,17,346.72
1986,1,18,346.63
1986,1,19,346.72
1986,1,20,346.77
1986,1,23,347.3
1986,1,24,347.38
1986,1,25,346.74
1986,1,26,346.77
1986,1,27,346.72
1986,1,28,346.75
1986,1,29,346.64
1986,1,30,346.71
1986,1,31,346.76
1986,2,1,346.65
1986,2,2,346.69
1986,2,3,347.4
1986,2,4,346.83
1986,2,5,347.01
1986,2,7,347.77
1986,2,8,347.23
1986,2,9,347.3
1986,2,10,347.88
1986,2,11,347.5
1986,2,12,347.2
1986,2,14,347.72
1986,2,15,346.97
1986,2,16,347.87
1986,2,17,348.37
1986,2,18,348.15
1986,2,19,347.6
1986,2,20,347.48
1986,2,21,347.05
1986,2,22,348.03
1986,2,23,346.79
1986,2,25,348.13
1986,2,26,348.04
1986,2,27,347.75
1986,2,28,347.54
1986,3,1,347.45
1986,3,2,347.16
1986,3,3,348.14
1986,3,4,346.81
1986,3,5,346.8
1986,3,8,347.03
1986,3,9,347.28
1986,3,17,347.98
1986,3,18,347.68
1986,3,21,348.58
1986,3,23,350.09
1986,3,24,349.6
1986,3,25,349.59
1986,3,26,349.39
1986,3,27,349.04
1986,3,30,348.89
1986,4,1,348.97
1986,4,4,349.23
1986,4,5,349.14
1986,4,6,349.9
1986,4,7,349.57
1986,4,9,350.09
1986,4,10,349.98
1986,4,12,349.04
1986,4,16,350.01
1986,4,17,349.69
1986,4,19,349.85
1986,4,20,349.53
1986,4,21,349.61
1986,4,22,350.03
1986,4,23,350.24
1986,4,24,350.21
1986,4,25,350.75
1986,4,26,350.73
1986,4,28,350.83
1986,5,1,350.29
1986,5,2,351.2
1986,5,6,350.66
1986,5,7,350.1
1986,5,8,350.7
1986,5,12,350.82
1986,5,16,350.67
1986,5,17,350.64
1986,5,18,350.71
1986,5,19,350.8
1986,5,20,350.63
1986,5,21,350.71
1986,5,22,350.63
1986,5,25,350.32
1986,5,26,350.23
1986,5,27,349.84
1986,5,28,350.02
1986,5,29,350.38
1986,6,1,350.67
1986,6,2,350.51
1986,6,3,350.52
1986,6,5,350.63
1986,6,6,349.83
1986,6,7,350.12
1986,6,8,350.47
1986,6,9,350.2
1986,6,20,350.05
1986,6,21,350.2
1986,6,22,349.56
1986,6,23,349.5
1986,6,24,349.96
1986,6,25,349.77
1986,6,26,349.59
1986,6,28,349.2
1986,6,30,349.1
1986,7,2,349.57
1986,7,3,349.09
1986,7,4,349.05
1986,7,5,348.87
1986,7,6,348.88
1986,7,7,348.89
1986,7,8,348.98
1986,7,9,348.81
1986,7,13,347.06
1986,7,14,348.24
1986,7,15,347.9
1986,7,17,347.9
1986,7,18,347.44
1986,7,22,347.83
1986,7,23,347.84
1986,7,25,348.0
1986,7,26,348.12
1986,7,28,348.45
1986,7,30,347.4
1986,7,31,347.62
1986,8,4,347.24
1986,8,5,346.56
1986,8,6,346.69
1986,8,7,346.78
1986,8,9,346.8
1986,8,10,346.1
1986,8,11,346.0
1986,8,12,346.62
1986,8,13,346.62
1986,8,14,346.08
1986,8,17,345.68
1986,8,18,344.92
1986,8,21,346.67
1986,8,23,345.77
1986,8,26,346.1
1986,8,27,346.44
1986,8,29,345.19
1986,8,30,345.22
1986,9,4,345.66
1986,9,5,345.93
1986,9,6,344.4
1986,9,9,345.74
1986,9,14,346.13
1986,9,15,345.9
1986,9,16,346.09
1986,9,18,346.14
1986,9,21,345.35
1986,9,22,344.46
1986,9,23,344.61
1986,9,24,344.75
1986,9,25,344.69
1986,9,27,344.66
1986,9,28,346.19
1986,9,29,345.52
1986,9,30,345.33
1986,10,1,345.4
1986,10,2,344.63
1986,10,3,344.45
1986,10,4,344.61
1986,10,5,344.42
1986,10,6,344.41
1986,10,7,344.39
1986,10,8,344.11
1986,10,9,344.37
1986,10,10,344.85
1986,10,11,344.69
1986,10,12,344.67
1986,10,13,345.07
1986,10,14,344.83
1986,10,15,344.49
1986,10,16,344.38
1986,10,17,344.55
1986,10,20,345.07
1986,10,21,344.37
1986,10,22,344.86
1986,10,23,344.92
1986,10,25,344.54
1986,10,26,345.34
1986,10,27,345.19
1986,10,28,345.62
1986,10,31,345.64
1986,11,1,345.95
1986,11,2,345.54
1986,11,3,345.69
1986,11,4,345.95
1986,11,7,345.78
1986,11,8,345.8
1986,11,10,346.16
1986,11,12,346.36
1986,11,13,346.33
1986,11,14,346.33
1986,11,15,346.15
1986,11,16,345.94
1986,11,20,346.57
1986,11,21,346.14
1986,11,23,346.06
1986,11,24,346.13
1986,11,25,346.23
1986,11,26,346.85
1986,11,27,346.93
1986,11,28,346.78
1986,11,29,346.85
1986,11,30,347.16
1986,12,1,347.69
1986,12,2,346.95
1986,12,3,347.68
1986,12,4,347.21
1986,12,5,347.27
1986,12,6,347.72
1986,12,7,347.7
1986,12,8,347.09
1986,12,9,346.95
1986,12,10,347.31
1986,12,11,347.37
1986,12,12,347.54
1986,12,13,347.31
1986,12,14,347.17
1986,12,16,347.16
1986,12,17,347.34
1986,12,18,347.35
1986,12,19,347.76
1986,12,21,347.49
1986,12,22,347.44
1986,12,27,347.53
1986,12,28,347.57
1986,12,29,347.64
1986,12,30,347.46
1987,1,1,348.11
1987,1,2,348.23
1987,1,3,348.01
1987,1,4,347.89
1987,1,5,348.39
1987,1,6,348.35
1987,1,7,348.09
1987,1,10,348.8
1987,1,11,349.34
1987,1,12,349.99
1987,1,13,348.81
1987,1,14,348.75
1987,1,15,348.89
1987,1,16,348.75
1987,1,17,348.75
1987,1,18,348.56
1987,1,19,348.91
1987,1,20,349.02
1987,1,21,348.71
1987,1,22,349.69
1987,1,23,348.64
1987,1,24,348.24
1987,1,25,348.41
1987,1,27,349.61
1987,1,31,348.42
1987,2,1,348.44
1987,2,2,348.82
1987,2,3,348.66
1987,2,4,348.23
1987,2,5,349.16
1987,2,6,348.68
1987,2,7,348.54
1987,2,8,348.23
1987,2,9,348.3
1987,2,10,348.2
1987,2,11,348.17
1987,2,12,348.7
1987,2,13,348.59
1987,2,14,348.76
1987,2,15,348.75
1987,2,18,349.28
1987,2,19,349.29
1987,2,20,349.58
1987,2,21,348.75
1987,2,22,348.74
1987,2,23,348.9
1987,2,25,350.14
1987,2,26,350.6
1987,2,27,350.38
1987,2,28,348.9
1987,3,2,349.56
1987,3,3,349.54
1987,3,4,349.54
1987,3,5,348.7
1987,3,6,348.53
1987,3,7,349.35
1987,3,8,349.24
1987,3,10,349.25
1987,3,12,349.0
1987,3,13,350.08
1987,3,14,349.3
1987,3,19,350.2
1987,3,20,350.08
1987,3,21,350.04
1987,3,22,350.13
1987,3,25,350.43
1987,3,26,350.24
1987,3,27,350.69
1987,3,28,350.94
1987,3,29,350.38
1987,3,31,350.65
1987,4,1,352.66
1987,4,3,351.52
1987,4,4,350.72
1987,4,5,350.91
1987,4,6,351.8
1987,4,8,351.99
1987,4,9,350.14
1987,4,10,349.56
1987,4,11,350.63
1987,4,12,350.79
1987,4,14,351.24
1987,4,15,350.59
1987,4,16,351.75
1987,4,18,351.47
1987,4,19,351.55
1987,4,20,351.89
1987,4,21,352.1
1987,4,22,351.84
1987,4,23,351.54
1987,4,24,351.77
1987,4,25,351.37
1987,4,26,351.52
1987,4,27,352.14
1987,4,28,351.98
1987,4,29,351.49
1987,4,30,352.25
1987,5,1,351.87
1987,5,2,351.4
1987,5,3,351.03
1987,5,5,352.63
1987,5,7,352.32
1987,5,8,352.53
1987,5,9,352.56
1987,5,10,352.22
1987,5,11,352.41
1987,5,12,352.14
1987,5,13,351.55
1987,5,14,352.25
1987,5,15,352.06
1987,5,16,352.29
1987,5,17,352.06
1987,5,18,351.95
1987,5,19,351.97
1987,5,20,352.56
1987,5,21,352.39
1987,5,22,351.69
1987,5,23,352.13
1987,5,24,352.7
1987,5,25,352.22
1987,5,26,352.31
1987,5,27,352.37
1987,5,28,352.34
1987,5,30,351.8
1987,5,31,352.45
1987,6,1,352.35
1987,6,2,352.29
1987,6,3,352.22
1987,6,4,352.07
1987,6,5,351.78
1987,6,6,352.22
1987,6,7,351.96
1987,6,9,351.98
1987,6,10,351.95
1987,6,12,351.57
1987,6,13,351.54
1987,6,14,351.4
1987,6,15,351.2
1987,6,16,351.37
1987,6,17,351.55
1987,6,18,351.46
1987,6,19,351.53
1987,6,21,351.1
1987,6,22,351.68
1987,6,25,351.21
1987,6,27,351.27
1987,6,28,351.29
1987,7,1,351.02
1987,7,2,350.42
1987,7,3,349.94
1987,7,6,351.08
1987,7,7,350.26
1987,7,9,351.04
1987,7,10,350.99
1987,7,11,350.84
1987,7,12,350.76
1987,7,14,348.0
1987,7,17,350.61
1987,7,19,350.37
1987,7,22,350.22
1987,7,23,350.07
1987,7,25,350.28
1987,7,27,350.14
1987,7,31,349.83
1987,8,1,349.33
1987,8,2,349.81
1987,8,6,346.79
1987,8,7,347.4
1987,8,11,349.25
1987,8,12,348.65
1987,8,15,348.72
1987,8,16,348.84
1987,8,20,348.2
1987,8,22,348.05
1987,8,23,348.21
1987,8,24,348.1
1987,8,25,348.22
1987,8,27,347.13
1987,8,30,346.26
1987,9,1,346.91
1987,9,2,347.29
1987,9,5,347.35
1987,9,6,346.69
1987,9,7,347.29
1987,9,9,345.83
1987,9,12,346.99
1987,9,13,346.56
1987,9,15,346.99
1987,9,16,346.84
1987,9,17,347.02
1987,9,18,347.07
1987,9,19,347.26
1987,9,20,346.22
1987,9,21,345.08
1987,9,22,345.57
1987,9,23,345.57
1987,9,25,346.85
1987,9,26,346.14
1987,9,27,346.15
1987,9,28,347.42
1987,9,29,347.0
1987,9,30,346.06
1987,10,1,346.2
1987,10,2,345.95
1987,10,3,345.76
1987,10,4,345.91
1987,10,8,346.91
1987,10,9,347.08
1987,10,10,346.09
1987,10,15,346.98
1987,10,17,346.41
1987,10,18,346.56
1987,10,20,347.54
1987,10,21,347.23
1987,10,22,347.08
1987,10,23,346.99
1987,10,24,347.18
1987,10,25,347.69
1987,10,26,346.89
1987,10,27,346.69
1987,10,28,346.89
1987,10,29,346.91
1987,10,30,346.74
1987,10,31,347.37
1987,11,1,347.33
1987,11,3,347.29
1987,11,4,347.36
1987,11,5,347.39
1987,11,7,347.95
1987,11,8,348.14
1987,11,9,347.38
1987,11,10,347.37
1987,11,12,347.72
1987,11,13,347.58
1987,11,14,347.64
1987,11,15,347.7
1987,11,16,348.33
1987,11,17,348.34
1987,11,18,348.04
1987,11,20,348.52
1987,11,23,348.42
1987,11,24,348.86
1987,11,25,348.22
1987,11,26,349.33
1987,11,27,349.12
1987,11,28,349.1
1987,11,29,348.62
1987,12,1,348.71
1987,12,2,349.12
1987,12,3,348.88
1987,12,5,349.05
1987,12,6,348.56
1987,12,7,349.06
1987,12,8,348.74
1987,12,9,348.68
1987,12,10,348.73
1987,12,12,349.4
1987,12,13,349.18
1987,12,15,349.42
1987,12,16,349.34
1987,12,17,349.4
1987,12,18,349.2
1987,12,19,349.61
1987,12,20,349.46
1987,12,21,349.39
1987,12,22,349.38
1987,12,23,349.57
1987,12,24,349.54
1987,12,25,349.48
1987,12,26,349.68
1987,12,27,350.02
1987,12,28,349.39
1987,12,30,350.0
1987,12,31,349.92
1988,1,1,349.81
1988,1,2,350.17
1988,1,3,350.0
1988,1,4,350.0
1988,1,5,350.03
1988,1,6,350.22
1988,1,7,350.57
1988,1,8,350.45
1988,1,9,350.58
1988,1,10,350.56
1988,1,11,350.43
1988,1,12,350.26
1988,1,13,350.39
1988,1,15,350.28
1988,1,16,350.54
1988,1,17,350.3
1988,1,18,350.27
1988,1,19,351.02
1988,1,20,350.72
1988,1,21,351.0
1988,1,23,350.68
1988,1,24,351.0
1988,1,25,350.61
1988,1,29,350.87
1988,2,2,352.0
1988,2,3,351.63
1988,2,4,351.84
1988,2,5,351.67
1988,2,10,351.1
1988,2,11,351.25
1988,2,12,351.24
1988,2,13,351.31
1988,2,14,351.22
1988,2,15,350.99
1988,2,16,351.79
1988,2,17,351.46
1988,2,18,351.49
1988,2,19,351.04
1988,2,20,350.98
1988,2,21,351.8
1988,2,22,351.59
1988,2,23,352.17
1988,2,25,351.81
1988,2,26,353.28
1988,2,27,352.74
1988,2,28,352.68
1988,2,29,352.88
1988,3,1,353.78
1988,3,2,353.55
1988,3,3,353.25
1988,3,4,353.09
1988,3,5,352.83
1988,3,6,352.91
1988,3,7,352.79
1988,3,9,352.83
1988,3,10,352.64
1988,3,11,352.39
1988,3,12,351.47
1988,3,13,351.11
1988,3,14,351.36
1988,3,15,352.72
1988,3,16,351.48
1988,3,17,353.22
1988,3,18,352.47
1988,3,20,351.3
1988,3,21,351.63
1988,3,22,351.44
1988,3,25,352.33
1988,3,26,352.52
1988,3,27,352.4
1988,3,30,352.75
1988,3,31,353.15
1988,4,1,353.62
1988,4,2,353.28
1988,4,4,353.07
1988,4,5,353.71
1988,4,6,353.22
1988,4,7,353.13
1988,4,8,353.43
1988,4,9,353.28
1988,4,10,353.71
1988,4,11,354.24
1988,4,12,353.85
1988,4,13,353.33
1988,4,14,353.04
1988,4,15,352.95
1988,4,16,352.95
1988,4,17,352.84
1988,4,18,353.41
1988,4,19,353.28
1988,4,20,353.76
1988,4,21,353.95
1988,4,22,354.24
1988,4,23,353.86
1988,4,24,353.94
1988,4,25,354.31
1988,4,28,355.07
1988,4,29,354.55
1988,4,30,354.85
1988,5,1,354.37
1988,5,2,354.36
1988,5,3,354.33
1988,5,4,353.98
1988,5,5,353.67
1988,5,6,353.64
1988,5,8,353.72
1988,5,9,354.18
1988,5,10,354.32
1988,5,11,354.44
1988,5,12,354.79
1988,5,13,354.5
1988,5,14,354.33
1988,5,16,354.4
1988,5,17,353.78
1988,5,18,354.26
1988,5,19,354.5
1988,5,20,354.08
1988,5,21,354.92
1988,5,22,354.81
1988,5,23,354.8
1988,5,24,354.83
1988,5,25,354.72
1988,5,26,354.77
1988,5,28,354.87
1988,5,29,354.5
1988,5,30,353.86
1988,5,31,354.14
1988,6,3,353.86
1988,6,4,354.02
1988,6,5,353.89
1988,6,6,354.44
1988,6,7,354.4
1988,6,8,354.53
1988,6,9,354.69
1988,6,10,354.62
1988,6,11,354.43
1988,6,12,353.6
1988,6,14,353.89
1988,6,15,354.1
1988,6,16,354.21
1988,6,17,353.64
1988,6,18,353.72
1988,6,19,353.61
1988,6,20,353.52
1988,6,21,353.52
1988,6,22,353.65
1988,6,23,353.25
1988,6,24,353.37
1988,6,25,353.3
1988,6,26,353.4
1988,6,27,353.27
1988,6,28,353.46
1988,6,29,353.3
1988,6,30,353.26
1988,7,1,353.6
1988,7,2,353.75
1988,7,4,353.27
1988,7,5,353.23
1988,7,6,353.28
1988,7,7,352.68
1988,7,8,352.73
1988,7,9,352.53
1988,7,10,352.46
1988,7,11,352.89
1988,7,12,353.92
1988,7,13,352.99
1988,7,16,353.27
1988,7,17,352.48
1988,7,18,352.81
1988,7,19,353.75
1988,7,20,353.03
1988,7,22,353.28
1988,7,23,352.77
1988,7,24,352.17
1988,7,25,352.13
1988,7,26,351.56
1988,7,27,351.73
1988,7,28,352.14
1988,7,29,352.71
1988,7,30,352.26
1988,7,31,351.31
1988,8,2,350.73
1988,8,4,351.37
1988,8,5,351.26
1988,8,6,350.22
1988,8,7,350.64
1988,8,8,350.98
1988,8,9,351.03
1988,8,10,351.22
1988,8,11,350.94
1988,8,12,350.75
1988,8,13,350.78
1988,8,14,350.33
1988,8,15,349.6
1988,8,18,350.54
1988,8,19,350.65
1988,8,20,350.05
1988,8,21,351.12
1988,8,22,351.13
1988,8,23,350.66
1988,8,24,350.84
1988,8,26,348.79
1988,8,27,349.04
1988,8,28,349.05
1988,8,29,350.36
1988,8,30,350.05
1988,8,31,349.24
1988,9,2,349.69
1988,9,3,349.26
1988,9,4,349.79
1988,9,5,348.82
1988,9,6,349.14
1988,9,7,348.6
1988,9,8,348.71
1988,9,9,348.42
1988,9,10,348.94
1988,9,11,349.16
1988,9,12,349.52
1988,9,13,349.38
1988,9,14,349.12
1988,9,16,349.05
1988,9,17,349.0
1988,9,18,349.34
1988,9,19,349.56
1988,9,20,348.95
1988,9,21,348.39
1988,9,22,347.96
1988,9,23,349.2
1988,9,25,347.86
1988,9,26,348.42
1988,9,27,348.53
1988,9,29,349.61
1988,9,30,349.04
1988,10,1,349.61
1988,10,3,348.77
1988,10,5,349.43
1988,10,6,349.32
1988,10,7,349.23
1988,10,8,349.26
1988,10,9,348.74
1988,10,11,348.93
1988,10,12,349.22
1988,10,13,348.79
1988,10,14,349.2
1988,10,15,348.81
1988,10,16,349.15
1988,10,17,349.2
1988,10,18,349.76
1988,10,19,349.84
1988,10,20,349.39
1988,10,21,349.71
1988,10,22,349.73
1988,10,23,349.89
1988,10,24,349.61
1988,10,26,349.23
1988,10,28,350.13
1988,10,29,349.6
1988,10,30,349.87
1988,10,31,349.62
1988,11,1,349.92
1988,11,2,350.36
1988,11,3,350.21
1988,11,4,350.11
1988,11,8,349.98
1988,11,9,349.97
1988,11,10,350.27
1988,11,11,350.18
1988,11,12,350.11
1988,11,13,350.54
1988,11,14,350.38
1988,11,15,350.26
1988,11,17,350.35
1988,11,18,350.38
1988,11,20,350.49
1988,11,21,350.31
1988,11,22,350.94
1988,11,23,350.86
1988,11,24,350.81
1988,11,25,350.85
1988,11,26,351.22
1988,11,27,350.88
1988,11,28,350.96
1988,11,29,350.83
1988,11,30,350.62
1988,12,1,351.06
1988,12,2,350.82
1988,12,3,350.62
1988,12,4,350.92
1988,12,5,351.18
1988,12,6,351.21
1988,12,8,351.36
1988,12,9,351.08
1988,12,10,350.94
1988,12,11,350.97
1988,12,12,351.44
1988,12,13,351.6
1988,12,14,351.93
1988,12,15,351.94
1988,12,16,351.76
1988,12,17,351.92
1988,12,18,352.34
1988,12,20,351.63
1988,12,21,351.6
1988,12,22,351.73
1988,12,23,351.67
1988,12,24,351.69
1988,12,25,351.49
1988,12,26,352.02
1988,12,27,351.66
1988,12,28,352.47
1988,12,29,352.56
1988,12,31,353.43
1989,1,1,352.29
1989,1,2,352.69
1989,1,3,352.5
1989,1,4,352.75
1989,1,5,352.87
1989,1,6,352.64
1989,1,7,352.95
1989,1,8,353.33
1989,1,9,353.76
1989,1,10,353.77
1989,1,11,353.39
1989,1,12,353.11
1989,1,13,352.93
1989,1,14,352.72
1989,1,17,353.58
1989,1,18,353.46
1989,1,19,352.96
1989,1,20,352.92
1989,1,21,352.94
1989,1,22,352.68
1989,1,23,352.62
1989,1,24,352.47
1989,1,25,352.49
1989,1,26,353.47
1989,1,27,353.2
1989,1,29,353.33
1989,1,30,354.31
1989,1,31,353.6
1989,2,1,353.43
1989,2,2,353.02
1989,2,3,353.13
1989,2,4,353.49
1989,2,5,352.96
1989,2,6,353.03
1989,2,7,353.31
1989,2,8,352.98
1989,2,9,352.94
1989,2,10,352.6
1989,2,11,352.92
1989,2,12,353.93
1989,2,14,353.14
1989,2,15,353.51
1989,2,16,353.32
1989,2,17,353.47
1989,2,18,353.51
1989,2,19,353.46
1989,2,20,353.81
1989,2,23,353.1
1989,2,24,354.09
1989,2,25,354.34
1989,2,26,354.34
1989,2,27,353.83
1989,2,28,353.81
1989,3,1,354.51
1989,3,2,353.78
1989,3,3,353.88
1989,3,4,353.21
1989,3,5,352.64
1989,3,6,353.33
1989,3,7,353.46
1989,3,8,355.24
1989,3,9,353.71
1989,3,10,353.57
1989,3,11,354.43
1989,3,12,353.73
1989,3,13,353.64
1989,3,14,353.92
1989,3,15,353.4
1989,3,16,353.36
1989,3,18,354.24
1989,3,19,353.58
1989,3,21,353.66
1989,3,22,354.52
1989,3,23,354.61
1989,3,24,354.41
1989,3,25,354.35
1989,3,26,355.26
1989,3,27,355.02
1989,3,28,354.94
1989,3,29,354.36
1989,3,30,354.48
1989,3,31,354.85
1989,4,1,355.02
1989,4,2,355.02
1989,4,3,355.08
1989,4,4,354.78
1989,4,5,354.71
1989,4,6,354.94
1989,4,7,354.13
1989,4,8,355.0
1989,4,9,355.97
1989,4,10,355.74
1989,4,11,355.55
1989,4,13,354.9
1989,4,14,355.01
1989,4,15,355.88
1989,4,16,356.04
1989,4,18,355.63
1989,4,19,355.74
1989,4,20,356.44
1989,4,21,356.26
1989,4,22,356.79
1989,4,23,356.75
1989,4,24,356.5
1989,4,25,356.11
1989,4,26,356.18
1989,4,27,355.92
1989,4,28,356.71
1989,4,29,356.57
1989,4,30,356.8
1989,5,1,356.21
1989,5,2,355.75
1989,5,3,355.1
1989,5,4,355.58
1989,5,5,355.62
1989,5,6,355.77
1989,5,7,355.59
1989,5,8,354.93
1989,5,10,355.26
1989,5,12,356.18
1989,5,13,356.41
1989,5,14,356.42
1989,5,15,356.59
1989,5,17,356.1
1989,5,18,356.01
1989,5,19,355.99
1989,5,20,355.99
1989,5,22,355.86
1989,5,23,355.51
1989,5,24,356.16
1989,5,25,356.63
1989,5,26,356.36
1989,5,27,355.86
1989,5,28,356.36
1989,5,29,355.5
1989,5,30,356.7
1989,5,31,356.26
1989,6,1,356.24
1989,6,2,356.05
1989,6,3,356.36
1989,6,4,356.05
1989,6,5,355.85
1989,6,7,355.57
1989,6,10,355.08
1989,6,11,355.55
1989,6,12,354.91
1989,6,13,355.42
1989,6,14,354.98
1989,6,15,355.17
1989,6,16,356.26
1989,6,17,356.42
1989,6,18,354.73
1989,6,19,354.88
1989,6,20,354.82
1989,6,21,355.0
1989,6,22,355.36
1989,6,23,355.29
1989,6,24,355.26
1989,6,25,355.3
1989,6,26,355.2
1989,6,28,355.0
1989,6,29,355.14
1989,6,30,355.0
1989,7,1,354.82
1989,7,2,354.36
1989,7,3,354.55
1989,7,5,354.85
1989,7,6,354.94
1989,7,8,355.16
1989,7,9,355.3
1989,7,10,354.54
1989,7,11,355.09
1989,7,12,354.83
1989,7,13,353.92
1989,7,14,353.79
1989,7,15,353.88
1989,7,16,353.93
1989,7,18,354.03
1989,7,19,354.11
1989,7,20,353.21
1989,7,21,353.29
1989,7,22,353.18
1989,7,24,353.15
1989,7,25,353.57
1989,7,26,353.38
1989,7,27,353.25
1989,7,28,353.3
1989,7,29,353.34
1989,7,30,353.65
1989,8,1,353.29
1989,8,2,353.09
1989,8,3,353.35
1989,8,4,353.1
1989,8,5,353.31
1989,8,6,352.38
1989,8,7,352.48
1989,8,9,352.74
1989,8,10,352.58
1989,8,11,353.25
1989,8,13,351.6
1989,8,14,352.64
1989,8,15,352.16
1989,8,16,352.19
1989,8,17,351.48
1989,8,20,350.65
1989,8,21,351.27
1989,8,22,351.02
1989,8,23,351.02
1989,8,24,350.26
1989,8,25,350.35
1989,8,26,350.61
1989,8,29,351.27
1989,8,30,350.29
1989,8,31,350.7
1989,9,2,350.95
1989,9,3,351.36
1989,9,4,351.81
1989,9,5,350.56
1989,9,6,350.69
1989,9,7,351.33
1989,9,8,351.72
1989,9,9,349.77
1989,9,10,349.18
1989,9,11,349.32
1989,9,14,349.4
1989,9,15,349.93
1989,9,16,349.37
1989,9,17,349.6
1989,9,18,349.91
1989,9,19,349.77
1989,9,20,349.7
1989,9,21,349.53
1989,9,22,349.47
1989,9,23,349.46
1989,9,24,349.49
1989,9,25,349.76
1989,9,26,349.74
1989,9,28,350.94
1989,10,1,350.22
1989,10,3,350.63
1989,10,5,350.61
1989,10,8,349.99
1989,10,9,350.22
1989,10,10,349.94
1989,10,11,349.95
1989,10,12,349.84
1989,10,13,349.69
1989,10,14,349.96
1989,10,15,350.52
1989,10,16,350.33
1989,10,17,349.97
1989,10,18,350.28
1989,10,19,350.87
1989,10,20,350.51
1989,10,21,350.39
1989,10,23,350.88
1989,10,25,350.42
1989,10,26,350.73
1989,10,27,351.04
1989,10,28,350.81
1989,10,29,350.68
1989,10,30,350.61
1989,10,31,350.0
1989,11,1,350.94
1989,11,2,350.4
1989,11,3,350.46
1989,11,5,351.36
1989,11,6,351.35
1989,11,7,351.24
1989,11,8,351.16
1989,11,9,351.81
1989,11,10,351.3
1989,11,11,351.51
1989,11,13,351.36
1989,11,14,351.6
1989,11,16,351.66
1989,11,17,351.84
1989,11,18,352.08
1989,11,19,352.19
1989,11,20,351.66
1989,11,21,351.45
1989,11,22,351.54
1989,11,23,352.82
1989,11,24,351.96
1989,11,25,351.71
1989,11,26,351.76
1989,11,27,352.16
1989,11,28,351.66
1989,11,29,351.65
1989,11,30,352.07
1989,12,1,352.92
1989,12,2,352.58
1989,12,3,352.39
1989,12,4,352.52
1989,12,5,352.55
1989,12,6,352.16
1989,12,8,352.25
1989,12,9,352.28
1989,12,10,353.24
1989,12,11,354.06
1989,12,12,352.73
1989,12,13,352.33
1989,12,14,353.86
1989,12,15,352.74
1989,12,16,352.99
1989,12,17,353.59
1989,12,18,352.85
1989,12,19,352.54
1989,12,20,353.27
1989,12,21,353.2
1989,12,22,352.7
1989,12,23,352.53
1989,12,25,352.71
1989,12,26,352.62
1989,12,27,353.13
1989,12,28,353.67
1989,12,29,353.02
1990,1,3,353.65
1990,1,4,353.69
1990,1,5,353.8
1990,1,6,353.76
1990,1,7,353.31
1990,1,8,353.45
1990,1,9,354.48
1990,1,10,353.83
1990,1,11,353.11
1990,1,13,353.33
1990,1,14,353.6
1990,1,15,353.76
1990,1,16,354.15
1990,1,17,354.08
1990,1,18,354.26
1990,1,19,354.13
1990,1,20,353.94
1990,1,21,354.07
1990,1,23,353.74
1990,1,26,354.08
1990,1,27,353.8
1990,1,28,353.88
1990,1,29,354.08
1990,1,30,354.33
1990,1,31,354.42
1990,2,1,354.75
1990,2,2,354.61
1990,2,3,354.69
1990,2,4,354.06
1990,2,5,353.91
1990,2,6,354.04
1990,2,7,356.27
1990,2,8,356.1
1990,2,9,356.0
1990,2,10,354.91
1990,2,11,354.8
1990,2,12,355.61
1990,2,13,356.12
1990,2,14,355.28
1990,2,15,354.82
1990,2,16,354.53
1990,2,17,354.47
1990,2,18,355.63
1990,2,19,356.09
1990,2,20,355.49
1990,2,21,355.34
1990,2,22,355.25
1990,2,23,355.23
1990,2,24,354.94
1990,2,25,354.38
1990,2,26,354.71
1990,2,27,354.97
1990,2,28,355.67
1990,3,2,355.83
1990,3,3,355.5
1990,3,4,355.68
1990,3,5,356.13
1990,3,6,355.45
1990,3,7,355.66
1990,3,9,355.54
1990,3,10,355.08
1990,3,11,354.96
1990,3,12,355.57
1990,3,13,355.46
1990,3,14,355.77
1990,3,16,356.47
1990,3,17,356.49
1990,3,18,355.69
1990,3,19,356.08
1990,3,20,355.72
1990,3,21,355.3
1990,3,22,355.18
1990,3,23,355.26
1990,3,25,355.04
1990,3,26,355.13
1990,3,27,356.71
1990,3,28,356.35
1990,3,29,356.75
1990,3,30,357.38
1990,3,31,355.56
1990,4,1,355.78
1990,4,2,356.16
1990,4,3,355.81
1990,4,4,355.79
1990,4,5,357.53
1990,4,6,356.59
1990,4,7,356.23
1990,4,8,356.59
1990,4,9,355.99
1990,4,11,356.37
1990,4,12,355.77
1990,4,13,356.15
1990,4,14,356.16
1990,4,15,356.36
1990,4,16,356.37
1990,4,17,355.29
1990,4,18,356.2
1990,4,19,355.95
1990,4,20,356.68
1990,4,21,356.74
1990,4,22,357.02
1990,4,23,357.07
1990,4,24,356.99
1990,4,26,357.76
1990,4,27,356.44
1990,4,28,355.92
1990,4,29,356.07
1990,4,30,356.65
1990,5,1,357.42
1990,5,2,356.74
1990,5,4,357.41
1990,5,5,357.48
1990,5,6,358.15
1990,5,7,357.91
1990,5,8,357.78
1990,5,9,357.49
1990,5,11,357.29
1990,5,12,357.61
1990,5,13,357.46
1990,5,14,357.41
1990,5,15,357.11
1990,5,16,357.24
1990,5,17,357.08
1990,5,18,357.1
1990,5,19,357.37
1990,5,20,357.37
